id_transaccion,comercio,fecha,monto,categoria_comercio,edad_cliente,metodo_pago,es_fraude
L2-000024,SuperMax,2025-10-27,111.87, Deportes,25.0,Tarjeta_Credito,0
L2-000025,TecnoCenter,2025-09-21,71.37,HOGAR_,32.0,Tarjeta Credito,0
L2-000026,AutoRepuestos,2025-12-04,159.17,Deportes,47.0,EFECTIVO.,0
L2-000027,LibreriaCentral,2025-12-20,164.11,MODA.,43.0,TARJETA DEBITO,0
L2-000028,LibreriaCentral,2025-10-17,103.59,Tecnologia,40.0,Tarjeta_Debito,0
L2-000029,LibreriaCentral,2025-09-10,80.16,Moda,18.0,Tarjeta Debito,0
L2-000030,TiendaExpress,2025-09-22,89.32,Educacion,40.0, Efectivo,0
L2-000031,HogarFacil,2025-07-20,130.29,HOGAR_,36.0,Transferencia_Bancaria,0
L2-000032,HogarFacil,2025-08-12,171.89, Deportes,30.0,Efectivo,0
L2-000033,TecnoCenter,2025-10-17,109.68,Moda,67.0,Transferencia_Bancaria,0
L2-000034,AutoRepuestos,2025-11-23,66.91,HOGAR_,18.0,Tarjeta_Credito,0
L2-000035,TecnoCenter,2025-08-29,133.0,alimentos_,32.0,TRANSFERENCIA,0
L2-000036,SuperMax,2025-08-29,89.69,Alimentos,40.0, Efectivo,0
L2-000037,AutoRepuestos,2025-12-11,103.83,Deportes,,TARJETA CREDITO,1
L2-000038,DeportesTotal,2025-10-01,122.31, Moda ,40.0,EFECTIVO.,0
L2-000039,TecnoCenter,2025-11-28,,Moda,31.0,Tarjeta_Credito,0
L2-000040,ModaViva,2025-12-20,39.95,Moda,36.0,Efectivo,0
L2-000041,FarmaVida,2025-07-07,112.08,Deportes,30.0,TARJETA CREDITO,0
L2-000042,GourmetPlus,2025-09-05,,Alimentos ,35.0,Tarjeta Debito,0
L2-000043,FarmaVida,2025-12-28,86.37,,40.0,Tarjeta Credito,0
L2-000044,ModaViva,2025-10-22,92.15,Educación,39.0,TARJETA DEBITO,0
L2-000045,SuperMax,2025-07-04,129.35,Educacion,29.0,Transferencia_Bancaria,0
L2-000046,FarmaVida,2025-09-26,36.29,Alimentos ,37.0,Transferencia_Bancaria,0
L2-000047,FarmaVida,2025-11-01,38.33, Moda ,46.0,,0
L2-000048,GourmetPlus,2025-11-12,68.9,DEPORTES.,28.0,Tarjeta_Debito,0
L2-000049,TecnoCenter,2025-08-27,60.04,Retail_,45.0,TRANSFERENCIA,0
L2-000050,TecnoCenter,2025-08-26,121.05,MODA.,48.0,Tarjeta_Credito,0
L2-000051,GourmetPlus,2025-12-07,33.43,Moda,23.0,Tarjeta_Debito,0
L2-000052,ModaViva,2025-08-26,107.94, Moda ,19.0,Efectivo,0
L2-000053,LibreriaCentral,2025-08-15,88.07,Educación,30.0,Transferencia_Bancaria,0
L2-000054,HogarFacil,2025-08-06,,alimentos_,21.0,Tarjeta Debito,0
L2-000055,SuperMax,2025-10-20,86.93,Automotriz,20.0,TARJETA DEBITO,0
L2-000056,FarmaVida,2025-09-02,103.85,Retail_,41.0,Tarjeta_Debito,0
L2-000057,HogarFacil,2025-10-10,168.3,Alimentos ,35.0,Tarjeta Debito,0
L2-000058,SuperMax,2025-07-24,73.05, Farmacia,18.0,Tarjeta Credito,0
L2-000059,GourmetPlus,2025-10-12,66.62,Educación,35.0,,0
L2-000060,ModaViva,2025-07-22,,Retail_,36.0, Efectivo,0
L2-000061,TecnoCenter,2025-07-05,92.74,Retail,23.0,,0
L2-000062,AutoRepuestos,2025-09-27,105.26,Hogar,62.0,Efectivo,0
L2-000063,TecnoCenter,2025-12-26,108.02,AUTOMOTRIZ,29.0,Transferencia,0
L2-000064,DeportesTotal,2025-10-29,109.24,Tecnologia,49.0,Tarjeta Credito,0
L2-000065,HogarFacil,2025-09-11,117.1, Moda ,45.0,,0
L2-000066,HogarFacil,2025-08-15,57.35,alimentos_,27.0,EFECTIVO.,0
L2-000067,LibreriaCentral,2025-12-06,111.29,Alimentos,,Tarjeta_Credito,0
L2-000068,GourmetPlus,2025-10-21,33.28, Moda ,34.0,Transferencia,0
L2-000069,LibreriaCentral,2025-07-30,84.85,Retail_,42.0,Transferencia_Bancaria,0
L2-000070,LibreriaCentral,2025-12-24,54.07,TECNOLOGIA,46.0,Tarjeta Debito,0
L2-000071,AutoRepuestos,2025-08-17,155.68,Alimentos,34.0,Efectivo,0
L2-000072,HogarFacil,2025-11-21,28.21, Farmacia,33.0,TRANSFERENCIA,0
L2-000073,SuperMax,2025-11-13,,Automotriz,22.0,Tarjeta Debito,0
L2-000074,DeportesTotal,2025-11-07,148.07,Farmacia,, Efectivo,0
L2-000075,TiendaExpress,2025-10-02,110.69,Farmacia,47.0, Efectivo,0
L2-000076,AutoRepuestos,2025-12-06,89.35,Alimentos ,42.0,,0
L2-000077,SuperMax,2025-08-11,35.54,EDUCACION,52.0,Efectivo,0
L2-000078,TiendaExpress,2025-11-25,72.22,Hogar ,48.0,Tarjeta_Debito,0
L2-000079,TecnoCenter,2025-09-18,54.15,Farmacia ,49.0,Tarjeta Debito,0
L2-000080,DeportesTotal,2025-10-12,7678.1, Automotriz,33.0,Tarjeta Debito,0
L2-000081,GourmetPlus,2025-12-04,111.13,EDUCACION,8.0,TARJETA DEBITO,0
L2-000082,GourmetPlus,2025-07-24,7455.03,Alimentos,36.0, Efectivo,0
L2-000083,TiendaExpress,2025-10-05,74.25,Tecnología,23.0,Tarjeta Credito,0
L2-000084,HogarFacil,2025-12-20,105.4,AUTOMOTRIZ,40.0,Transferencia,0
L2-000085,SuperMax,2025-10-03,91.88,alimentos_,26.0,,0
L2-000086,LibreriaCentral,2025-10-21,82.72,Hogar ,31.0,Transferencia,0
L2-000087,LibreriaCentral,2025-08-06,115.53,Hogar ,34.0,TARJETA DEBITO,1
L2-000088,TiendaExpress,2025-12-24,67.05,AUTOMOTRIZ,25.0,Tarjeta Credito,0
L2-000089,TiendaExpress,2025-07-14,102.52,,28.0,Tarjeta_Debito,0
L2-000090,LibreriaCentral,2025-08-23,38.86,Alimentos ,52.0,Transferencia_Bancaria,0
L2-000091,HogarFacil,2025-12-25,112.65,Hogar,48.0,Transferencia,0
L2-000092,AutoRepuestos,2025-11-14,71.89,Farmacia,50.0,Efectivo,0
L2-000093,GourmetPlus,2025-10-19,166.87,,44.0,Transferencia_Bancaria,0
L2-000094,HogarFacil,2025-09-29,93.08,Automotriz,31.0,Transferencia,0
L2-000095,GourmetPlus,2025-10-18,6.94,Tecnología,44.0,TARJETA CREDITO,0
L2-000096,HogarFacil,2025-07-06,29.72, Farmacia,57.0,Transferencia,0
L2-000097,TiendaExpress,2025-08-19,138.97,,62.0,Tarjeta_Debito,0
L2-000098,AutoRepuestos,2025-08-22,68.97,MODA.,18.0,Transferencia,0
L2-000099,FarmaVida,2025-09-29,3053.8,TECNOLOGIA,31.0,Efectivo,0
L2-000100,DeportesTotal,2025-08-31,65.07,TECNOLOGIA,41.0,Transferencia_Bancaria,0
L2-000101,FarmaVida,2025-11-13,,Hogar ,59.0,,0
L2-000102,TecnoCenter,2025-07-26,106.15, Retail,27.0,TRANSFERENCIA,0
L2-000103,DeportesTotal,2025-12-13,49.72,Deportes,30.0,Transferencia_Bancaria,0
L2-000104,ModaViva,2025-10-16,99.86,Farmacia ,,TRANSFERENCIA,0
L2-000105,TiendaExpress,2025-09-12,32.2,Farmacia ,36.0,TRANSFERENCIA,0
L2-000106,HogarFacil,2025-09-05,109.95,Tecnologia,40.0,TRANSFERENCIA,0
L2-000107,DeportesTotal,2025-09-28,46.92,Deportes,37.0,TRANSFERENCIA,1
L2-000108,SuperMax,2025-11-06,94.13,Deportes,21.0,Transferencia,0
L2-000109,TecnoCenter,2025-09-14,79.35, Deportes,, Efectivo,0
L2-000110,GourmetPlus,2025-10-22,100.01, Moda ,26.0,Tarjeta_Debito,0
L2-000111,TecnoCenter,2025-12-30,6.43, Moda ,46.0,Tarjeta_Debito,0
L2-000112,AutoRepuestos,2025-12-31,120.81,TECNOLOGIA,13.0,TARJETA CREDITO,0
L2-000113,FarmaVida,2025-09-20,,Educacion,26.0,Transferencia_Bancaria,0
L2-000114,TecnoCenter,2025-07-26,7296.65,Educacion,40.0,Tarjeta_Credito,0
L2-000115,GourmetPlus,2025-10-29,58.34,Alimentos,28.0,Tarjeta Debito,0
L2-000116,ModaViva,2025-08-13,88.64,MODA.,18.0,Efectivo,0
L2-000117,GourmetPlus,2025-11-28,42.95,Hogar,45.0,Tarjeta Credito,0
L2-000118,DeportesTotal,2025-09-25,45.62,Educacion,12.0,EFECTIVO.,0
L2-000119,SuperMax,2025-12-24,61.18,EDUCACION,48.0,TRANSFERENCIA,0
L2-000120,TiendaExpress,2025-11-12,54.94, Retail,5.0, Efectivo,0
L2-000121,HogarFacil,2025-09-22,,TECNOLOGIA,33.0,Transferencia_Bancaria,0
L2-000122,GourmetPlus,2025-08-04,69.95,Retail_,29.0, Efectivo,0
L2-000123,ModaViva,2025-10-02,56.86, Moda ,67.0,Efectivo,0
L2-000124,DeportesTotal,2025-09-05,89.33,Hogar,46.0,Tarjeta Credito,0
L2-000125,SuperMax,2025-11-19,67.01,Farmacia ,53.0,TARJETA CREDITO,1
L2-000126,LibreriaCentral,2025-08-05,17.93,Alimentos,43.0,,0
L2-000127,AutoRepuestos,2025-10-22,113.39,Farmacia ,27.0,Tarjeta Credito,0
L2-000128,TecnoCenter,2025-10-16,76.5, Moda ,57.0,TARJETA DEBITO,0
L2-000129,LibreriaCentral,2025-07-13,70.55,Tecnologia,38.0,Efectivo,0
L2-000130,TecnoCenter,2025-08-01,107.95, Moda ,41.0,Tarjeta Debito,0
L2-000131,ModaViva,2025-08-23,134.65,Farmacia ,38.0,Tarjeta Credito,0
L2-000132,GourmetPlus,2025-09-28,105.86,Hogar,41.0,Transferencia_Bancaria,0
L2-000133,AutoRepuestos,2025-07-08,83.77,TECNOLOGIA,21.0,Tarjeta_Debito,0
L2-000134,DeportesTotal,2025-08-24,89.51,Hogar ,6.0,Tarjeta_Credito,0
L2-000135,GourmetPlus,2025-07-19,129.95,Automotriz,33.0,Tarjeta Credito,0
L2-000136,TiendaExpress,2025-07-17,102.78,Hogar ,38.0,TRANSFERENCIA,0
L2-000137,SuperMax,2025-11-04,100.54,alimentos_,20.0,Tarjeta_Credito,0
L2-000138,AutoRepuestos,2025-07-27,90.35, Retail,53.0,Tarjeta Credito,0
L2-000139,TecnoCenter,2025-11-23,33.57,Retail,27.0,Tarjeta_Credito,0
L2-000140,ModaViva,2025-10-28,33.86,Alimentos ,50.0,Transferencia_Bancaria,0
L2-000141,ModaViva,2025-09-01,94.54,Educación,33.0,Tarjeta_Credito,0
L2-000142,HogarFacil,2025-07-20,67.28,DEPORTES.,35.0,EFECTIVO.,0
L2-000143,AutoRepuestos,2025-09-07,129.98,DEPORTES.,10.0,Tarjeta_Debito,0
L2-000144,SuperMax,2025-11-20,61.9,Hogar ,47.0,TARJETA DEBITO,0
L2-000145,DeportesTotal,2025-09-27,118.76,Automotriz,19.0,Tarjeta_Credito,0
L2-000146,GourmetPlus,2025-10-06,77.52,,62.0,Efectivo,0
L2-000147,LibreriaCentral,2025-08-04,124.74,Alimentos,44.0, Efectivo,0
L2-000148,TecnoCenter,2025-11-21,94.02,Hogar ,38.0,Tarjeta Credito,0
L2-000149,SuperMax,2025-07-18,118.26,Hogar,18.0,Tarjeta Debito,0
L2-000150,ModaViva,2025-07-11,54.22,Farmacia ,37.0,Transferencia_Bancaria,0
L2-000151,LibreriaCentral,2025-09-04,82.51,HOGAR_,50.0,TARJETA CREDITO,0
L2-000152,FarmaVida,2025-08-30,79.42,,59.0, Efectivo,0
L2-000153,TiendaExpress,2025-10-28,100.59, Automotriz,40.0,Tarjeta_Credito,0
L2-000154,FarmaVida,2025-10-02,135.62,Deportes,20.0,Transferencia_Bancaria,0
L2-000155,FarmaVida,2025-11-21,141.49,AUTOMOTRIZ,25.0,Tarjeta Credito,0
L2-000156,TiendaExpress,2025-12-04,,,41.0,Transferencia_Bancaria,0
L2-000157,TecnoCenter,2025-07-28,5863.35,EDUCACION,49.0,EFECTIVO.,0
L2-000158,HogarFacil,2025-08-25,162.64,Alimentos ,61.0,TARJETA DEBITO,0
L2-000159,GourmetPlus,2025-09-23,56.68,Retail_,44.0,Efectivo,0
L2-000160,TecnoCenter,2025-11-11,44.14,Hogar,35.0,EFECTIVO.,0
L2-000161,HogarFacil,2025-08-06,97.76,Farmacia,50.0,TARJETA CREDITO,0
L2-000162,AutoRepuestos,2025-12-30,48.96,Educación,45.0,Transferencia,0
L2-000163,DeportesTotal,2025-11-20,100.59, Moda ,42.0,Tarjeta_Debito,0
L2-000164,DeportesTotal,2025-07-26,,alimentos_,26.0,Transferencia_Bancaria,0
L2-000165,LibreriaCentral,2025-12-07,104.63,Tecnologia,26.0,TARJETA CREDITO,0
L2-000166,GourmetPlus,2025-09-22,31.36,Educación,29.0,Transferencia,0
L2-000167,HogarFacil,2025-07-15,73.17,Tecnología,24.0,TARJETA CREDITO,0
L2-000168,HogarFacil,2025-07-02,35.27,Alimentos ,40.0,Tarjeta_Credito,0
L2-000169,FarmaVida,2025-08-10,97.7,Hogar ,41.0,Tarjeta_Credito,0
L2-000170,LibreriaCentral,2025-07-02,138.56,Tecnologia,25.0,EFECTIVO.,0
L2-000171,GourmetPlus,2025-12-06,56.46,Retail_,31.0, Efectivo,0
L2-000172,SuperMax,2025-11-02,36.22,Tecnología,18.0,TRANSFERENCIA,0
L2-000173,AutoRepuestos,2025-07-29,111.75,HOGAR_,18.0,Tarjeta_Debito,0
L2-000174,DeportesTotal,2025-07-11,93.29,Alimentos,46.0,Tarjeta_Debito,0
L2-000175,LibreriaCentral,2025-11-12,,Farmacia ,37.0,Tarjeta_Credito,0
L2-000176,GourmetPlus,2025-10-25,1.0,Educación,28.0,TARJETA CREDITO,0
L2-000177,TecnoCenter,2025-10-11,138.74,,47.0,Tarjeta_Debito,0
L2-000178,GourmetPlus,2025-12-27,114.8,Retail,32.0,Efectivo,0
L2-000179,GourmetPlus,2025-12-25,146.1,HOGAR_,39.0,TARJETA CREDITO,0
L2-000180,AutoRepuestos,2025-11-22,64.01,alimentos_,47.0,Efectivo,0
L2-000181,FarmaVida,2025-07-08,72.87, Automotriz,47.0,Tarjeta_Debito,0
L2-000182,TecnoCenter,2025-11-11,53.4,DEPORTES.,43.0,EFECTIVO.,0
L2-000183,FarmaVida,2025-07-30,86.66,Retail_,26.0,Tarjeta Credito,0
L2-000184,FarmaVida,2025-12-05,42.95,Deportes,51.0,Transferencia_Bancaria,0
L2-000185,DeportesTotal,2025-10-06,,Alimentos ,46.0,Tarjeta Debito,0
L2-000186,GourmetPlus,2025-12-18,131.56,Farmacia,33.0,Tarjeta_Credito,0
L2-000187,TiendaExpress,2025-07-14,49.63, Moda ,21.0,Tarjeta_Credito,0
L2-000188,FarmaVida,2025-07-03,, Deportes,33.0,Tarjeta_Debito,0
L2-000189,TecnoCenter,2025-07-19,120.95,Tecnología,56.0,Efectivo,0
L2-000190,HogarFacil,2025-10-13,151.85, Deportes,24.0,Efectivo,0
L2-000191,LibreriaCentral,2025-09-20,4.16,alimentos_,18.0,Tarjeta_Credito,0
L2-000192,FarmaVida,2025-12-11,104.91,Tecnología,57.0,Efectivo,0
L2-000193,LibreriaCentral,2025-10-15,87.87,Alimentos ,18.0,Tarjeta Credito,0
L2-000194,SuperMax,2025-07-31,114.1,Moda,54.0,TARJETA CREDITO,0
L2-000195,AutoRepuestos,2025-12-17,78.84, Automotriz,21.0, Efectivo,0
L2-000196,HogarFacil,2025-08-28,102.14,,44.0,TARJETA DEBITO,0
L2-000197,ModaViva,2025-09-28,110.86,Hogar,31.0,Tarjeta_Debito,0
L2-000198,TecnoCenter,2025-09-08,53.8,Farmacia ,30.0,EFECTIVO.,0
L2-000199,ModaViva,2025-09-13,107.47,Automotriz,26.0,Efectivo,0
L2-000200,TiendaExpress,2025-12-02,109.7,Alimentos,46.0,EFECTIVO.,0
L2-000201,GourmetPlus,2025-07-29,1.0,AUTOMOTRIZ,45.0,TRANSFERENCIA,0
L2-000202,ModaViva,2025-10-28,114.22, Retail,35.0, Efectivo,0
L2-000203,TiendaExpress,2025-10-15,130.01, Deportes,58.0,Efectivo,0
L2-000204,AutoRepuestos,2025-12-25,88.69,Deportes,47.0,Tarjeta_Credito,0
L2-000205,AutoRepuestos,2025-10-11,117.19,Hogar ,18.0,Tarjeta_Debito,0
L2-000206,AutoRepuestos,2025-11-04,8.68, Retail,43.0,Tarjeta Credito,0
L2-000207,FarmaVida,2025-12-28,60.15,DEPORTES.,52.0,Tarjeta_Credito,0
L2-000208,HogarFacil,2025-09-29,120.0, Farmacia,44.0, Efectivo,0
L2-000209,HogarFacil,2025-10-06,1.0,Hogar,33.0,TARJETA DEBITO,0
L2-000210,GourmetPlus,2025-07-22,,Hogar,45.0,,0
L2-000211,FarmaVida,2025-10-31,60.55,Farmacia ,43.0,Transferencia_Bancaria,0
L2-000212,LibreriaCentral,2025-10-11,46.69,,48.0,Efectivo,0
L2-000213,LibreriaCentral,2025-09-02,,Retail_,34.0,Tarjeta_Credito,0
L2-000214,GourmetPlus,2025-10-19,67.5,EDUCACION,45.0,Transferencia,0
L2-000215,FarmaVida,2025-08-16,77.67,Alimentos ,11.0,TRANSFERENCIA,0
L2-000216,ModaViva,2025-12-13,7.02,HOGAR_,10.0,Efectivo,0
L2-000217,ModaViva,2025-11-30,92.3,TECNOLOGIA,44.0,TARJETA CREDITO,0
L2-000218,FarmaVida,2025-11-23,64.51,Retail,42.0,Transferencia,0
L2-000219,TiendaExpress,2025-12-12,135.16,Tecnologia,40.0,Transferencia_Bancaria,0
L2-000220,ModaViva,2025-07-07,97.01,Retail,27.0,Tarjeta Credito,0
L2-000221,LibreriaCentral,2025-07-02,,EDUCACION,38.0,Tarjeta_Debito,0
L2-000222,ModaViva,2025-09-17,96.28,,22.0,TARJETA CREDITO,0
L2-000223,DeportesTotal,2025-07-10,139.94, Retail,25.0,TARJETA CREDITO,0
L2-000224,TecnoCenter,2025-08-16,196.36,HOGAR_,63.0,TARJETA DEBITO,0
L2-000225,GourmetPlus,2025-09-23,92.27,Retail_,46.0,Transferencia,0
L2-000226,ModaViva,2025-11-09,, Retail,23.0,Transferencia_Bancaria,0
L2-000227,TiendaExpress,2025-09-08,32.13, Automotriz,23.0,TARJETA CREDITO,0
L2-000228,FarmaVida,2025-08-25,,Automotriz,37.0,,0
L2-000229,AutoRepuestos,2025-08-28,63.79,TECNOLOGIA,43.0,Tarjeta Credito,0
L2-000230,SuperMax,2025-11-07,79.5,Moda,22.0,Tarjeta_Credito,0
L2-000231,SuperMax,2025-11-05,42.75,DEPORTES.,21.0,TARJETA CREDITO,0
L2-000232,FarmaVida,2025-10-09,88.67,Alimentos ,31.0,Tarjeta_Credito,0
L2-000233,SuperMax,2025-12-12,123.74,Educacion,24.0,Transferencia_Bancaria,0
L2-000234,DeportesTotal,2025-07-11,1.0,DEPORTES.,45.0,TRANSFERENCIA,0
L2-000235,HogarFacil,2025-08-11,121.69,Farmacia ,26.0,Tarjeta_Credito,0
L2-000236,TiendaExpress,2025-08-19,113.17,Farmacia,30.0,Tarjeta Debito,0
L2-000237,GourmetPlus,2025-11-17,101.47,Retail_,50.0,Tarjeta_Debito,0
L2-000238,AutoRepuestos,2025-07-17,74.1, Retail,43.0,Tarjeta_Debito,0
L2-000239,GourmetPlus,2025-10-26,47.09,AUTOMOTRIZ,40.0,Tarjeta Credito,0
L2-000240,GourmetPlus,2025-09-28,1.75,Alimentos ,41.0,Transferencia_Bancaria,0
L2-000241,HogarFacil,2025-07-01,102.49,DEPORTES.,32.0,TRANSFERENCIA,0
L2-000242,TiendaExpress,2025-10-01,35.38,HOGAR_,32.0,Tarjeta Credito,0
L2-000243,DeportesTotal,2025-11-02,56.8,AUTOMOTRIZ,48.0,Tarjeta Debito,0
L2-000244,LibreriaCentral,2025-07-29,2120.41,alimentos_,45.0,Tarjeta Credito,0
L2-000245,LibreriaCentral,2025-12-23,,Automotriz,47.0,Tarjeta Debito,0
L2-000246,LibreriaCentral,2025-12-02,142.37,AUTOMOTRIZ,28.0,Tarjeta_Credito,0
L2-000247,TiendaExpress,2025-08-26,126.64,DEPORTES.,24.0,Transferencia,0
L2-000248,HogarFacil,2025-12-01,147.83, Retail,47.0,TARJETA DEBITO,0
L2-000249,SuperMax,2025-11-08,131.46,Automotriz,34.0,Efectivo,0
L2-000250,TecnoCenter,2025-08-24,63.2, Moda ,54.0,TARJETA CREDITO,0
L2-000251,AutoRepuestos,2025-08-09,136.02,Educación,53.0,Transferencia,0
L2-000252,SuperMax,2025-09-19,123.64,alimentos_,18.0,Tarjeta_Debito,0
L2-000253,FarmaVida,2025-11-07,3953.45,Hogar ,29.0,Transferencia,0
L2-000254,GourmetPlus,2025-11-21,137.99,DEPORTES.,20.0, Efectivo,0
L2-000255,HogarFacil,2025-12-21,2084.35,Farmacia ,29.0,Efectivo,0
L2-000256,TecnoCenter,2025-07-25,85.3, Moda ,51.0,TRANSFERENCIA,0
L2-000257,DeportesTotal,2025-12-03,51.52, Moda ,29.0,Transferencia,0
L2-000258,FarmaVida,2025-10-24,109.23,Hogar ,39.0,Transferencia_Bancaria,1
L2-000259,TecnoCenter,2025-08-07,112.54,Moda,49.0, Efectivo,0
L2-000260,HogarFacil,2025-08-24,163.78,Tecnología,45.0,Tarjeta Credito,0
L2-000261,SuperMax,2025-07-10,99.82,alimentos_,18.0,EFECTIVO.,0
L2-000262,GourmetPlus,2025-12-11,73.3,Tecnologia,45.0,Transferencia_Bancaria,0
L2-000263,ModaViva,2025-07-24,83.95,Hogar ,21.0,EFECTIVO.,0
L2-000264,GourmetPlus,2025-11-06,70.2,Tecnología,29.0,,0
L2-000265,ModaViva,2025-07-18,20.61, Retail,37.0,Tarjeta Credito,1
L2-000266,ModaViva,2025-08-14,17.6,HOGAR_,45.0,TRANSFERENCIA,0
L2-000267,HogarFacil,2025-08-11,94.01,alimentos_,18.0,Tarjeta Debito,0
L2-000268,TiendaExpress,2025-10-26,31.43,,51.0,Tarjeta Debito,0
L2-000269,TiendaExpress,2025-11-02,106.3,alimentos_,41.0,Transferencia_Bancaria,0
L2-000270,TecnoCenter,2025-11-10,2895.25,Hogar ,30.0,Tarjeta Credito,0
L2-000271,GourmetPlus,2025-09-25,,TECNOLOGIA,57.0,Tarjeta Debito,0
L2-000272,TiendaExpress,2025-11-20,91.39, Deportes,50.0, Efectivo,0
L2-000273,FarmaVida,2025-12-22,119.19, Deportes,46.0,EFECTIVO.,0
L2-000274,GourmetPlus,2025-08-22,83.21, Moda ,33.0,,0
L2-000275,GourmetPlus,2025-11-17,44.9,,,Tarjeta_Debito,0
L2-000276,ModaViva,2025-09-14,98.16,Automotriz,43.0,Tarjeta Debito,0
L2-000277,SuperMax,2025-09-29,87.09, Automotriz,40.0,Transferencia,0
L2-000278,ModaViva,2025-07-08,,Tecnologia,45.0,Tarjeta Debito,0
L2-000279,HogarFacil,2025-11-03,115.14,Alimentos ,42.0,Tarjeta Debito,0
L2-000280,TiendaExpress,2025-10-13,38.77,Tecnología,54.0,Tarjeta Credito,0
L2-000281,AutoRepuestos,2025-11-10,1.0,Hogar,53.0,Tarjeta_Debito,0
L2-000282,DeportesTotal,2025-07-11,154.82,Hogar,46.0, Efectivo,0
L2-000283,LibreriaCentral,2025-09-24,55.03, Farmacia,31.0,Tarjeta_Debito,0
L2-000284,TecnoCenter,2025-07-04,84.27, Automotriz,48.0,EFECTIVO.,0
L2-000285,HogarFacil,2025-08-15,55.27,Educación,38.0,Efectivo,0
L2-000286,AutoRepuestos,2025-09-17,53.12,AUTOMOTRIZ,41.0,,0
L2-000287,AutoRepuestos,2025-10-16,, Deportes,23.0,Tarjeta_Debito,0
L2-000288,TecnoCenter,2025-07-11,86.34,alimentos_,56.0,TARJETA DEBITO,0
L2-000289,FarmaVida,2025-12-19,123.3,Farmacia,24.0,TARJETA DEBITO,0
L2-000290,AutoRepuestos,2025-08-30,6879.59, Retail,51.0,TRANSFERENCIA,0
L2-000291,,2025-07-31,1.0, Retail,40.0,Tarjeta Credito,0
L2-000292,DeportesTotal,2025-10-12,28.39,DEPORTES.,40.0, Efectivo,0
L2-000293,TiendaExpress,2025-11-19,6628.16, Moda ,23.0, Efectivo,0
L2-000294,GourmetPlus,2025-07-19,103.99,Educacion,34.0,Transferencia,0
L2-000295,GourmetPlus,2025-12-12,100.75,MODA.,33.0,Efectivo,0
L2-000296,HogarFacil,2025-12-01,85.12, Moda ,30.0,TRANSFERENCIA,0
L2-000297,HogarFacil,2025-08-26,81.61, Automotriz,44.0,,0
L2-000298,LibreriaCentral,2025-07-26,,,28.0,TARJETA DEBITO,0
L2-000299,FarmaVida,2025-08-14,82.16,,36.0,Transferencia,0
L2-000300,ModaViva,2025-07-26,69.21, Moda ,37.0,EFECTIVO.,0
L2-000301,TecnoCenter,2025-07-17,19.85,Automotriz,40.0,TRANSFERENCIA,0
L2-000302,DeportesTotal,2025-12-09,169.47,MODA.,33.0,Tarjeta_Credito,0
L2-000303,TiendaExpress,2025-10-20,120.17,AUTOMOTRIZ,59.0,Transferencia_Bancaria,0
L2-000304,SuperMax,2025-11-30,54.54,Educación,35.0,EFECTIVO.,0
L2-000305,TiendaExpress,2025-08-27,27.66,TECNOLOGIA,31.0,Tarjeta Credito,0
L2-000306,ModaViva,2025-11-09,114.13,TECNOLOGIA,29.0,Tarjeta Credito,0
